,filing_date,municipality,amount
1899,2009-03-04,Bethel Park Boro,195069.76
1900,2009-03-04,Collier Township,194389.74
1901,2009-03-04,Carnegie Boro,112175.38
1902,2009-03-04,South Park Township,129499.18
1903,2009-03-04,Millvale Boro,64761.41
1904,2009-03-04,Pittsburgh,53497.13
1905,2009-03-05,Pitcairn Boro,64754.01
1906,2009-03-04,Plum Boro,207724.18
1907,2009-03-04,Plum Boro,207724.18
1908,2009-03-04,Penn Hills Township,136727.49
1909,2009-03-05,Pittsburgh,52800.74
1910,2009-03-05,Pittsburgh,35622.79
1911,2009-03-05,Penn Hills Township,70532.69
1912,2009-03-05,West Mifflin Boro,85505.1
1913,2009-03-06,Penn Hills Township,85063.48
1914,2009-03-06,Penn Hills Township,166260.22
1915,2009-03-06,Penn Hills Township,42610.51
1916,2009-03-06,N. Braddock Boro,34072.49
1917,2009-03-06,Verona Boro,29848.13
1918,2009-03-06,Penn Hills Township,93457.43
1919,2009-03-06,Wilkinsburg Boro,90765.11
1920,2009-03-06,Pittsburgh,92024.12
1921,2009-03-06,Richland Township,54678.46
1922,2009-03-06,Pittsburgh,119455.23
1923,2009-03-06,Wilkins Township,105849.01
1924,2009-03-09,Emsworth Boro,145025.86
1925,2009-03-09,Pittsburgh,0.0
1926,2009-03-09,Pittsburgh,18724.89
1927,2009-03-09,Pittsburgh,64461.13
1928,2009-03-09,Pittsburgh,74397.39
1929,2009-03-09,Penn Hills Township,84013.44
1930,2009-03-09,Pittsburgh,106393.48
1931,2009-03-09,Munhall Boro,76457.95
1932,2009-03-09,Pittsburgh,60635.98
1933,2009-03-09,Monroeville Boro,113486.15
1934,2009-03-09,Pittsburgh,44821.93
1935,2009-03-10,Pittsburgh,34941.21
1936,2009-03-10,Wilkinsburg Boro,36750.75
1937,2009-03-10,Harmar Township,96016.25
1938,2009-03-10,Pittsburgh,128533.01
1939,2009-03-10,Pittsburgh,0.0
1940,2009-03-10,Bethel Park Boro,133600.04
1941,2009-03-10,Mt. Lebanon Township,214244.74
1942,2009-03-10,Mt. Lebanon Township,388718.25
1943,2009-03-10,West Deer Township,139686.7
1944,2009-03-10,Brentwood Boro,64876.3
1945,2009-03-11,Pittsburgh,112028.38
1946,2009-03-11,Pittsburgh,49272.61
1947,2009-03-11,Pittsburgh,20185.26
1948,2009-03-11,Pittsburgh,20185.26
1949,2009-03-11,Swissvale Boro,27837.39
1950,2009-03-11,Hampton Township,75672.15
1951,2009-03-11,White Oak Boro,0.0
1952,2009-03-11,Shaler Township,0.0
1953,2009-03-11,Penn Hills Township,30481.11
1954,2009-03-11,Dravosburg Boro,89564.01
1955,2009-03-11,Moon Township,123695.08
1956,2009-03-11,Mt. Oliver Boro,114407.71
1957,2009-03-11,Bethel Park Boro,263439.6
1958,2009-03-11,Franklin Park Boro,74086.65
1959,2009-03-11,Harrison Township,49327.76
1960,2009-03-11,Avalon Boro,86540.71
1961,2009-03-11,Upper St. Clair Twp.,220498.64
1962,2009-03-11,Baldwin Boro,77709.07
1963,2009-03-11,Bethel Park Boro,106211.42
1964,2009-03-12,Dormont Boro,65191.65
1965,2009-03-12,Baldwin Boro,71375.26
1966,2009-03-12,Penn Hills Township,101504.69
1967,2009-03-12,Pittsburgh,131000.0
1968,2009-03-12,Moon Township,137978.02
1969,2009-03-12,Indiana Township,212436.81
1970,2009-03-12,Indiana Township,212436.81
1971,2009-03-12,Mt. Lebanon Township,104100.73
1972,2009-03-13,Penn Hills Township,23853.92
1973,2009-03-13,Penn Hills Township,58577.37
1974,2009-03-13,Swissvale Boro,0.0
1975,2009-03-13,Mt. Oliver Boro,53592.0
1976,2009-03-13,Sharpsburg Boro,0.0
1977,2009-03-13,Monroeville Boro,0.0
1978,2009-03-13,Crescent Township,132296.09
1979,2009-03-13,Crescent Township,132296.09
1980,2009-03-13,Penn Hills Township,99495.04
1981,2009-03-13,Pittsburgh,73959.62
1982,2009-03-13,Monroeville Boro,73792.37
1983,2009-03-13,City of McKeesport,53004.37
1984,2009-03-13,S. Fayette Township,397457.77
1985,2009-03-16,Leet Township,64821.0
1986,2009-03-16,Pittsburgh,96188.21
1987,2009-03-16,Pittsburgh,70636.9
1988,2009-03-16,Pittsburgh,399109.29
1989,2009-03-16,Pleasant Hills Boro,150515.49
1990,2009-03-16,Pittsburgh,43797.43
1991,2009-03-16,Chalfant Boro,94159.13
1992,2009-03-16,O'Hara Township,61827.68
1993,2009-03-16,Shaler Township,86242.79
1994,2009-03-16,Swissvale Boro,81345.02
1995,2009-03-16,Pittsburgh,46933.47
1996,2009-03-16,Penn Hills Township,64966.62
1997,2009-03-16,Pittsburgh,109479.54
1998,2009-03-16,Bell Acres Boro,140948.75
1999,2009-03-16,Kennedy Township,205710.41
2000,2009-03-16,Kennedy Township,205710.41
2001,2009-03-17,Shaler Township,169096.49
2002,2009-03-17,Shaler Township,94354.4
2003,2009-03-17,Monroeville Boro,75653.73
2004,2009-03-17,Pittsburgh,21867.72
2005,2009-03-17,Pittsburgh,58766.96
2006,2009-03-17,Sewickley Hts. Boro,1365996.58
2007,2009-03-17,Pittsburgh,84289.25
2008,2009-03-17,Pittsburgh,210369.42
2009,2009-03-17,Pittsburgh,43560.93
2010,2009-03-17,Franklin Park Boro,256408.81
2011,2009-03-18,Penn Hills Township,101254.63
2012,2009-03-18,Pittsburgh,58646.56
2013,2009-03-18,Baldwin Boro,116396.51
2014,2009-03-18,Pittsburgh,10018.26
2015,2009-03-18,East Pittsburgh Boro,67647.89
2016,2009-03-18,Emsworth Boro,45626.13
2017,2009-03-18,Pittsburgh,21123.85
2018,2009-03-18,Glassport Boro,68708.29
2019,2009-03-18,Munhall Boro,54840.23
2020,2009-03-18,Harrison Township,171347.24
2021,2009-03-18,Pittsburgh,93029.15
2022,2009-03-18,City of McKeesport,0.0
2023,2009-03-18,Pittsburgh,0.0
2024,2009-03-18,Pittsburgh,49407.24
2025,2009-03-18,Pittsburgh,57766.11
2026,2009-03-18,Scott Township,141984.51
2027,2009-03-18,Pittsburgh,116552.68
2028,2009-03-19,Penn Hills Township,106749.58
2029,2009-03-19,Munhall Boro,94952.24
2030,2009-03-19,McKees Rocks Boro,56746.6
2031,2009-03-19,S. Fayette Township,229284.11
2032,2009-03-19,Pittsburgh,60728.55
2033,2009-03-19,Pittsburgh,54914.25
2034,2009-03-19,Glassport Boro,37937.22
2035,2009-03-19,Baldwin Boro,98063.1
2036,2009-03-19,Penn Hills Township,74664.02
2037,2009-03-19,Pine Township,196995.1
2038,2009-03-19,Pittsburgh,58914.12
2039,2009-03-19,S. Fayette Township,134723.56
2040,2009-03-19,West Mifflin Boro,87439.5
2041,2009-03-19,Penn Hills Township,121571.51
2042,2009-03-19,South Park Township,124399.41
2043,2009-03-19,Pittsburgh,52943.1
2044,2009-03-20,Pittsburgh,33574.78
2045,2009-03-20,Crafton Boro,60768.91
2046,2009-03-20,Carnegie Boro,78137.68
2047,2009-03-20,Wilkinsburg Boro,11407.65
2048,2009-03-20,Wilkinsburg Boro,11407.65
2049,2009-03-20,Shaler Township,69637.87
2050,2009-03-20,City of Clairton,49777.7
2051,2009-03-20,Churchill Boro,95138.51
2052,2009-03-20,Elizabeth Boro,132667.51
2053,2009-03-20,Whitehall Boro,44815.56
2054,2009-03-20,Glassport Boro,101529.54
2055,2009-03-20,Pittsburgh,80589.59
2056,2009-03-20,Indiana Township,28063.24
2057,2009-03-20,Pitcairn Boro,65784.79
2058,2009-03-20,Elizabeth Township,234309.34
2059,2009-03-20,Avalon Boro,85116.89
2060,2009-03-20,Pittsburgh,49263.75
2061,2009-03-20,Monroeville Boro,115811.21
2062,2009-03-20,Shaler Township,41593.17
2063,2009-03-23,Pittsburgh,66607.76
2064,2009-03-23,Pittsburgh,100012.9
2065,2009-03-23,Pittsburgh,61510.34
2066,2009-03-23,Avalon Boro,79273.63
2067,2009-03-23,Pittsburgh,58918.98
2068,2009-03-23,McCandless Township,20843.37
2069,2009-03-23,Churchill Boro,261479.5
2070,2009-03-23,West Mifflin Boro,55439.3
2071,2009-03-24,S. Fayette Township,323287.42
2072,2009-03-24,Pittsburgh,25970.38
2073,2009-03-24,Pittsburgh,94621.33
2074,2009-03-24,Indiana Township,244801.89
2075,2009-03-24,Wilkinsburg Boro,160329.31
2076,2009-03-24,Bellevue Boro,157782.87
2077,2009-03-24,Castle Shannon Boro,160071.43
2078,2009-03-24,Jefferson Hills Boro,64552.64
2079,2009-03-24,Crescent Township,134144.09
2080,2009-03-25,East Deer Township,65721.73
2081,2009-03-25,Scott Township,126943.65
2082,2009-03-25,Baldwin Boro,0.0
2083,2009-03-25,Shaler Township,112789.23
2084,2009-03-25,Pittsburgh,31656.47
2085,2009-03-25,Mt. Lebanon Township,388892.02
2086,2009-03-26,Glassport Boro,94546.21
2087,2009-03-26,Whitehall Boro,138117.1
2088,2009-03-26,Penn Hills Township,74051.88
2089,2009-03-26,Shaler Township,121069.62
2090,2009-03-26,Tarentum Boro,49181.2
2091,2009-03-26,Pittsburgh,46765.25
2092,2009-03-26,Pittsburgh,42777.18
2093,2009-03-26,Ross Township,210633.54
2094,2009-03-26,S. Fayette Township,332660.24
2095,2009-03-26,Wilkins Township,218603.09
2096,2009-03-26,Pittsburgh,87576.52
2097,2009-03-26,Indiana Township,99285.35
2098,2009-03-27,Penn Hills Township,140365.08
2099,2009-03-27,O'Hara Township,160209.72
2100,2009-03-27,Penn Hills Township,60218.98
2101,2009-03-27,Plum Boro,202861.68
2102,2009-03-27,Upper St. Clair Twp.,427125.62
2103,2009-03-27,Shaler Township,0.0
2104,2009-03-27,N. Versailles Twp.,16703.73
2105,2009-03-27,Churchill Boro,114522.96
2106,2009-03-27,Brackenridge Boro,38379.67
2107,2009-03-27,Moon Township,577367.04
2108,2009-03-27,South Park Township,0.0
2109,2009-03-27,Wilkinsburg Boro,27782.26
2110,2009-03-27,East McKeesport Boro,52662.42
2111,2009-03-27,Baldwin Boro,108846.43
2112,2009-03-27,S. Fayette Township,182495.18
2113,2009-03-27,Plum Boro,86674.17
2114,2009-03-27,McCandless Township,29461.12
2115,2009-03-27,Bellevue Boro,68760.43
2116,2009-03-30,Harrison Township,56365.34
2117,2009-03-30,Pittsburgh,77869.64
2118,2009-03-30,Mt. Lebanon Township,226222.76
2119,2009-03-31,Baldwin Boro,118161.28
2120,2009-03-30,Scott Township,179875.69
2121,2009-03-31,Penn Hills Township,97474.61
2122,2009-03-31,Stowe Township,74471.42
2123,2009-03-31,Oakmont Boro,248802.02
2124,2009-03-31,Pittsburgh,72932.37
2125,2009-03-31,Forest Hills Boro,120439.26
2126,2009-03-31,Pittsburgh,73579.41
2127,2009-03-31,Wilkins Township,106439.18
2128,2009-03-31,Forest Hills Boro,341627.37
2129,2009-03-31,Avalon Boro,61588.2
2130,2009-03-31,South Park Township,172945.94
2131,2009-03-31,N. Versailles Twp.,38706.21
2132,2009-03-31,Kennedy Township,108653.51
2133,2009-03-31,Versailles Boro,45792.77
2134,2009-03-31,Pittsburgh,0.0
2135,2009-03-31,Sharpsburg Boro,35490.91
2136,2009-04-01,Marshall Township,206650.88
2137,2009-04-01,Pittsburgh,46518.09
2138,2009-04-01,City of McKeesport,58460.59
2139,2009-04-01,Swissvale Boro,0.0
2140,2009-04-01,City of Clairton,58537.84
2141,2009-04-01,Wilkins Township,121275.67
2142,2009-04-01,Pittsburgh,29837.29
2143,2009-04-01,Coraopolis Boro,84244.8
2144,2009-04-01,Moon Township,97625.46
2145,2009-04-01,Penn Hills Township,26045.59
2146,2009-04-01,Springdale Township,64282.85
2147,2009-04-01,Pittsburgh,40633.02
2148,2009-04-01,Monroeville Boro,53032.78
2149,2009-04-01,N. Fayette Township,173356.37
2150,2009-04-02,Plum Boro,47230.81
2151,2009-04-02,N. Versailles Twp.,96262.41
2152,2009-04-02,Pittsburgh,112688.96
2153,2009-04-02,Pittsburgh,24148.91
2154,2009-04-02,Mt. Lebanon Township,121775.83
2155,2009-04-02,Glassport Boro,82478.52
2156,2009-04-02,Wilkins Township,78861.72
2157,2009-04-03,Dormont Boro,0.0
2158,2009-04-03,Munhall Boro,0.0
2159,2009-04-03,Tarentum Boro,39256.91
2160,2009-04-03,Mt. Oliver Boro,0.0
2161,2009-04-03,City of Clairton,39237.1
2162,2009-04-03,City of Clairton,39237.1
2163,2009-04-03,Bridgeville Boro,51907.82
2164,2009-04-03,Pittsburgh,0.0
2165,2009-04-06,City of Clairton,19818.47
2166,2009-04-06,Pittsburgh,55767.28
2167,2009-04-06,Harrison Township,53109.02
2168,2009-04-07,Carnegie Boro,0.0
2169,2009-04-07,Hampton Township,101985.18
2170,2009-04-07,Whitehall Boro,44815.56
2171,2009-04-07,Monroeville Boro,64624.68
2172,2009-04-07,Pittsburgh,42127.64
2173,2009-04-07,Pittsburgh,68254.16
2174,2009-04-07,Pittsburgh,41105.16
2175,2009-04-07,S. Fayette Township,68736.64
2176,2009-04-07,Scott Township,126943.65
2177,2009-04-07,Swissvale Boro,53247.83
2178,2009-04-07,Dormont Boro,132048.95
2179,2009-04-07,Glassport Boro,67623.13
2180,2009-04-07,Pittsburgh,55970.19
2181,2009-04-07,Pittsburgh,55970.19
2182,2009-04-07,Scott Township,44779.19
2183,2009-04-07,Bridgeville Boro,90132.48
2184,2009-04-08,East McKeesport Boro,76924.3
2185,2009-04-08,Brentwood Boro,97598.85
2186,2009-04-08,Penn Hills Township,70810.21
2187,2009-04-08,N. Versailles Twp.,0.0
2188,2009-04-08,Pine Township,750872.4
2189,2009-04-08,Pittsburgh,105902.31
2190,2009-04-08,Turtle Creek Boro,79951.62
2191,2009-04-08,Moon Township,139461.41
2192,2009-04-08,Pitcairn Boro,43964.32
2193,2009-04-08,Oakmont Boro,311248.54
2194,2009-04-08,S. Fayette Township,249573.91
2195,2009-04-08,Kennedy Township,268624.48
2196,2009-04-08,Baldwin Boro,99379.78
2197,2009-04-08,Munhall Boro,81768.48
2198,2009-04-08,Penn Hills Township,148277.98
2199,2009-04-08,Pittsburgh,160171.79
2200,2009-04-08,Plum Boro,97673.88
2201,2009-04-08,Pittsburgh,88760.19
2202,2009-04-08,Leetsdale Boro,58377.05
2203,2009-04-08,Penn Hills Township,103283.59
2204,2009-04-08,Penn Hills Township,77977.78
2205,2009-04-08,Shaler Township,107014.82
2206,2009-04-08,Penn Hills Township,84600.87
2207,2009-04-08,Pittsburgh,54987.66
2208,2009-04-08,S. Fayette Township,374686.67
2209,2009-04-08,Aspinwall Boro,175302.44
2210,2009-04-08,Dravosburg Boro,86629.24
2211,2009-04-09,Pittsburgh,97251.9
2212,2009-04-09,Pittsburgh,97251.9
2213,2009-04-09,Shaler Township,35921.38
2214,2009-04-09,N. Braddock Boro,40062.08
2215,2009-04-09,Plum Boro,97588.2
2216,2009-04-09,Harrison Township,55228.69
2217,2009-04-09,Wilkinsburg Boro,33542.51
2218,2009-04-10,Homestead Boro,90102.7
2219,2009-04-10,Penn Hills Township,124663.55
2220,2009-04-10,N. Fayette Township,129562.87
2221,2009-04-10,Kennedy Township,85480.99
2222,2009-04-10,Marshall Township,161499.59
2223,2009-04-10,Upper St. Clair Twp.,289787.81
2224,2009-04-10,Ross Township,0.0
2225,2009-04-13,Tarentum Boro,62067.4
2226,2009-04-13,Reserve Township,90251.56
2227,2009-04-13,Pine Township,173116.79
2228,2009-04-13,West Mifflin Boro,105990.2
2229,2009-04-14,Turtle Creek Boro,60124.9
2230,2009-04-14,Bridgeville Boro,112495.69
2231,2009-04-13,City of Duquesne,19000.0
2232,2009-04-15,Penn Hills Township,115239.76
2233,2009-04-15,Pleasant Hills Boro,93507.87
2234,2009-04-15,Pittsburgh,39721.93
2235,2009-04-15,Penn Hills Township,93265.19
2236,2009-04-14,Pittsburgh,33515.02
2237,2009-04-14,Pittsburgh,59572.94
2238,2009-04-14,Monroeville Boro,106615.45
2239,2009-04-14,Pittsburgh,152543.35
2240,2009-04-14,Forest Hills Boro,0.0
2241,2009-04-14,Bethel Park Boro,0.0
2242,2009-04-14,Munhall Boro,61752.22
2243,2009-04-14,Dormont Boro,124181.96
2244,2009-04-14,Penn Hills Township,99586.69
2245,2009-04-14,Munhall Boro,62549.51
2246,2009-04-14,McCandless Township,52998.97
2247,2009-04-14,Pittsburgh,36917.09
2248,2009-04-15,Pittsburgh,122495.75
2249,2009-04-15,Pittsburgh,33943.51
2250,2009-04-15,Pittsburgh,64132.1
2251,2009-04-15,Oakdale Boro,175294.25
2252,2009-04-15,Penn Hills Township,88886.59
2253,2009-04-15,Wilkinsburg Boro,16979.57
2254,2009-04-15,Pittsburgh,28983.81
2255,2009-04-15,Pittsburgh,49669.43
2256,2009-04-15,Pittsburgh,0.0
2257,2009-04-15,Pittsburgh,39589.45
2258,2009-04-15,Dormont Boro,261238.01
2259,2009-04-15,Monroeville Boro,243091.53
2260,2009-04-15,Pittsburgh,27929.64
2261,2009-04-15,Pittsburgh,96600.46
2262,2009-04-15,Scott Township,103629.54
2263,2009-04-15,Robinson Township,174649.66
2264,2009-04-15,South Park Township,145848.23
2265,2009-04-15,Moon Township,52978.16
2266,2009-04-16,City of McKeesport,27552.95
2267,2009-04-16,Penn Hills Township,96204.5
2268,2009-04-16,Ross Township,88664.9
2269,2009-04-16,O'Hara Township,164157.34
2270,2009-04-16,Penn Hills Township,40591.33
2271,2009-04-16,Pittsburgh,145688.96
2272,2009-04-16,N. Fayette Township,193998.99
2273,2009-04-16,Crescent Township,309965.97
2274,2009-04-16,Pittsburgh,342851.73
2275,2009-04-16,Elizabeth Township,146184.89
2276,2009-04-16,Swissvale Boro,38551.66
2277,2009-04-17,South Park Township,203119.28
2278,2009-04-17,City of Clairton,14977.99
2279,2009-04-17,Brentwood Boro,25259.66
2280,2009-04-17,Penn Hills Township,88229.5
2281,2009-04-17,Penn Hills Township,114862.25
2282,2009-04-17,Swissvale Boro,68944.74
2283,2009-04-17,Castle Shannon Boro,112755.74
2284,2009-04-17,Penn Hills Township,136831.17
2285,2009-04-17,O'Hara Township,168636.06
2286,2009-04-17,Robinson Township,234875.02
2287,2009-04-17,Pittsburgh,90018.38
2288,2009-04-20,Mt. Lebanon Township,143726.54
2289,2009-04-20,Plum Boro,105163.62
2290,2009-04-20,City of Clairton,45315.43
2291,2009-04-20,N. Versailles Twp.,94852.39
2292,2009-04-20,Dormont Boro,110117.31
2293,2009-04-20,Upper St. Clair Twp.,125643.69
2294,2009-04-20,Upper St. Clair Twp.,125643.69
2295,2009-04-20,Wilkinsburg Boro,30804.73
2296,2009-04-20,Wilkinsburg Boro,30804.73
2297,2009-04-20,West Deer Township,38618.01
2298,2009-04-20,Penn Hills Township,84294.67
2299,2009-04-20,Penn Hills Township,59552.97
2300,2009-04-20,West Mifflin Boro,91813.59
2301,2009-04-20,Pittsburgh,49123.39
2302,2009-04-20,Brackenridge Boro,62862.24
2303,2009-04-20,Penn Hills Township,68331.42
2304,2009-04-20,Upper St. Clair Twp.,353223.02
2305,2009-04-20,City of McKeesport,32594.19
2306,2009-04-20,Pittsburgh,69144.67
2307,2009-04-20,City of Duquesne,70896.38
2308,2009-04-21,Penn Hills Township,0.0
2309,2009-04-21,Shaler Township,104960.05
2310,2009-04-21,N. Versailles Twp.,58135.35
2311,2009-04-21,South Park Township,120750.56
2312,2009-04-21,Franklin Park Boro,451915.9
2313,2009-04-21,Ross Township,155348.12
2314,2009-04-21,Pittsburgh,87548.58
2315,2009-04-21,Penn Hills Township,56469.45
2316,2009-04-21,Baldwin Township,102589.07
2317,2009-04-21,Penn Hills Township,100884.07
2318,2009-04-21,Moon Township,405418.17
2319,2009-04-21,Pittsburgh,44068.96
2320,2009-04-21,McCandless Township,227876.52
2321,2009-04-21,Pittsburgh,95145.54
2322,2009-04-22,Pittsburgh,67674.69
2323,2009-04-22,Pittsburgh,100440.88
2324,2009-04-22,Millvale Boro,40828.39
2325,2009-04-22,Pittsburgh,182170.47
2326,2009-04-22,S. Fayette Township,94735.72
2327,2009-04-22,Baldwin Boro,54725.45
2328,2009-04-22,Upper St. Clair Twp.,245758.42
2329,2009-04-22,Plum Boro,166813.95
2330,2009-04-22,Wilkinsburg Boro,97496.21
2331,2009-04-22,Penn Hills Township,120540.02
2332,2009-04-22,N. Fayette Township,96413.09
2333,2009-04-22,Castle Shannon Boro,81081.45
2334,2009-04-22,Pittsburgh,87966.87
2335,2009-04-22,Pittsburgh,18563.16
2336,2009-04-22,Crescent Township,110698.11
2337,2009-04-22,Moon Township,1185455.15
2338,2009-04-22,Pittsburgh,19174.83
2339,2009-04-22,Bridgeville Boro,435167.25
2340,2009-04-23,West View Boro,147128.85
2341,2009-04-23,Moon Township,289247.07
2342,2009-04-23,Pittsburgh,80606.24
2343,2009-04-23,Upper St. Clair Twp.,197826.69
2344,2009-04-23,Plum Boro,199958.44
2345,2009-04-23,Bethel Park Boro,91402.21
2346,2009-04-23,Tarentum Boro,47543.26
2347,2009-04-23,West Deer Township,170911.97
2348,2009-04-23,Jefferson Hills Boro,106913.08
2349,2009-04-23,Pittsburgh,151953.87
2350,2009-04-23,Dormont Boro,66446.98
2351,2009-04-23,Elizabeth Township,193162.79
2352,2009-04-23,Brentwood Boro,101499.21
2353,2009-04-23,Pittsburgh,62556.03
2354,2009-04-23,Pittsburgh,224641.8
2355,2009-04-23,Pittsburgh,224641.8
2356,2009-04-23,Pittsburgh,63413.16
2357,2009-04-23,N. Versailles Twp.,70938.48
2358,2009-04-24,Munhall Boro,49500.54
2359,2009-04-24,Jefferson Hills Boro,25427.28
2360,2009-04-24,Pittsburgh,75654.59
2361,2009-04-24,Penn Hills Township,68931.79
2362,2009-04-24,City of McKeesport,52959.02
2363,2009-04-24,Aleppo Township,136291.02
2364,2009-04-24,Bridgeville Boro,68223.52
2365,2009-04-24,Mt. Lebanon Township,132525.0
2366,2009-04-24,N. Braddock Boro,39892.39
2367,2009-04-24,S. Fayette Township,55868.25
2368,2009-04-24,Richland Township,185243.55
2369,2009-04-24,Millvale Boro,36929.13
2370,2009-04-24,Robinson Township,121343.05
2371,2009-04-24,Penn Hills Township,77982.52
2372,2009-04-24,Jefferson Hills Boro,93868.72
2373,2009-04-24,Pittsburgh,77791.22
2374,2009-04-24,Pittsburgh,20960.02
2375,2009-04-27,Baldwin Boro,14192.0
2376,2009-04-27,Pittsburgh,368573.55
2377,2009-04-27,Pine Township,374954.36
2378,2009-04-27,Pittsburgh,0.0
2379,2009-04-27,N. Fayette Township,125512.95
2380,2009-04-27,Reserve Township,95869.12
2381,2009-04-27,Pittsburgh,45763.26
2382,2009-04-27,Richland Township,280150.17
2383,2009-04-27,South Park Township,60391.55
2384,2009-04-27,Moon Township,384687.32
2385,2009-04-27,Penn Hills Township,230065.48
2386,2009-04-27,Penn Hills Township,46577.38
2387,2009-04-27,Penn Hills Township,103327.89
2388,2009-04-27,Upper St. Clair Twp.,233278.03
2389,2009-04-27,Monroeville Boro,85734.42
2390,2009-04-27,Monroeville Boro,293140.82
2391,2009-04-27,Mt. Lebanon Township,107044.48
2392,2009-04-27,Wilkinsburg Boro,36628.64
2393,2009-04-27,Pittsburgh,64330.04
2394,2009-04-28,White Oak Boro,97009.14
2395,2009-04-28,Pittsburgh,48147.66
2396,2009-04-28,Plum Boro,102698.85
2397,2009-04-28,Brentwood Boro,77165.35
2398,2009-04-28,West Deer Township,195562.18
2399,2009-04-28,Pittsburgh,27796.07
2400,2009-04-28,Wilkins Township,53424.66
2401,2009-04-29,Homestead Boro,12351.92
2402,2009-04-29,Homestead Boro,14321.2
2403,2009-04-29,Homestead Boro,17689.46
2404,2009-04-29,Pittsburgh,0.0
2405,2009-04-29,West Mifflin Boro,104324.68
2406,2009-04-29,Wilkinsburg Boro,70808.97
2407,2009-04-29,Wilkinsburg Boro,0.0
2408,2009-04-29,Pittsburgh,52705.24
2409,2009-04-29,Pittsburgh,96393.43
2410,2009-04-30,Pine Township,206288.13
2411,2009-04-30,South Park Township,0.0
2412,2009-04-30,South Park Township,0.0
2413,2009-04-30,South Park Township,0.0
2414,2009-04-30,South Park Township,0.0
