APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Latitude,Longitude
2688030027,01/03/2018,Single Family,16751 W LONDELIUS ST,LOS ANGELES,CA,91343.0,12,Cenlar FSB,Alton Payton,866-769-1958,Empress Mortgage Services,Elizabeth Trujillo,11030   Arrow Route  102 Rancho Cucamoga CA 91730,909-481-1100,"16751 W LONDELIUS ST
LOS ANGELES, CA 91343
(34.229683, -118.49752)",34.229683,-118.49752
2403020029,07/27/2018,Single Family,10070 W OLIVIA TER,LOS ANGELES,CA,91352.0,2,"U.S. Bank N.A., c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,"10070 W OLIVIA TER
LOS ANGELES, CA 91352
(34.220039, -118.350243)",34.220039,-118.350243
6087022005,01/01/2018,Single Family,134 W 119TH ST,LOS ANGELES,CA,90061.0,15,US Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"134 W 119TH ST
LOS ANGELES, CA 90061
(33.924663, -118.275231)",33.924663,-118.275231
5007019028,01/01/2018,Single Family,5408 S WEST BLVD,LOS ANGELES,CA,90043.0,8,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"5408 S WEST BLVD
LOS ANGELES, CA 90043
(33.992715, -118.335572)",33.992715,-118.335572
2010007006,11/30/2018,Single Family,8754 N FARRALONE AVE,,CA,,12,Rushmore Loan Managment,Dawn Talavera,888-504-6700,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"8754 N FARRALONE AVE, CA
(34.230267, -118.610519)",34.230267,-118.610519
2108035025,05/25/2018,Single Family,20722 W STAGG ST,LOS ANGELES,CA,91306.0,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"20722 W STAGG ST
LOS ANGELES, CA 91306
(34.211176, -118.585015)",34.211176,-118.585015
2685010007,10/03/2018,Single Family,10021 N HAYVENHURST AVE,LOS ANGELES,CA,91343.0,12,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"10021 N HAYVENHURST AVE
LOS ANGELES, CA 91343
(34.252683, -118.49364)",34.252683,-118.49364
5022026018,01/01/2018,Single Family,4170 S 3RD AVE,LOS ANGELES,CA,90008.0,10,Deutsche Bank National Trust C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,35640   wilshire BLVD 1109 Los Angeles CA 90010,213-383-2097,"4170 S 3RD AVE
LOS ANGELES, CA 90008
(34.008282, -118.320354)",34.008282,-118.320354
4256023027,01/25/2018,Single Family,2568 S MILITARY AVE,LOS ANGELES,CA,90064.0,5,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"2568 S MILITARY AVE
LOS ANGELES, CA 90064
(34.035105, -118.430608)",34.035105,-118.430608
5103020007,01/22/2018,Multi-Family,1015 1/2 E 55TH ST,LOS ANGELES,CA,90011.0,9,JB NUTTER & COMPANY,CINDY COMBS,816-531-5642,Empress Mortgage Services,Elizabeth Trujillo,11030   Arrow Route  102 Rancho Cucamoga CA 91730,909-481-1100,"1015 1/2 E 55TH ST
LOS ANGELES, CA 90011
(33.992509, -118.257684)",33.992509,-118.257684
5025012001,07/20/2018,Single Family,5140 W RODEO ROAD,LOS ANGELES,CA,90064.0,10,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"5140 W RODEO ROAD
LOS ANGELES, CA 90064
(34.021518, -118.357253)",34.021518,-118.357253
5021021007,12/20/2018,Multi-Family,1561 W VERNON AVE,LOS ANGELES,CA,90062.0,8,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"1561 W VERNON AVE
LOS ANGELES, CA 90062
(34.003718, -118.305594)",34.003718,-118.305594
2697003016,01/02/2018,Single Family,17260 W SIMONDS ST,LOS ANGELES,CA,91344.0,12,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"17260 W SIMONDS ST
LOS ANGELES, CA 91344
(34.276464, -118.509836)",34.276464,-118.509836
7347001004,10/18/2018,Single Family,1656 W 223RD ST,LOS ANGELES,CA,90501.0,15,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,"1656 W 223RD ST
LOS ANGELES, CA 90501
(33.824465, -118.308429)",33.824465,-118.308429
4330013029,01/01/2018,Single Family,1251 S DANIELS DR,LOS ANGELES,CA,90035.0,5,Deutsche Bank  C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,"1251 S DANIELS DR
LOS ANGELES, CA 90035
(34.055029, -118.401051)",34.055029,-118.401051
6003009024,10/16/2018,Multi-Family,1341 W 59TH PL,LOS ANGELES,CA,90044.0,9,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"1341 W 59TH PL
LOS ANGELES, CA 90044
(33.986704, -118.298909)",33.986704,-118.298909
6053025010,01/01/2018,Multi-Family,10110 S BROADWAY,LOS ANGELES,CA,90003.0,8,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"10110 S BROADWAY
LOS ANGELES, CA 90003
(33.944251, -118.278135)",33.944251,-118.278135
2045020017,11/28/2018,Single Family,5761 N LARRYAN DR,LOS ANGELES,CA,91367.0,3,Mr. Cooper,Paula Acosta,800-468-1743,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,"5761 N LARRYAN DR
LOS ANGELES, CA 91367
(34.176156, -118.647742)",34.176156,-118.647742
5451020022,12/31/2018,Single Family,3946 N WEST POINT DR,LOS ANGELES,CA,90065.0,1,"Panet Home Lending, LLC",David Euredjian,818-257-3255,MCS,Jason Nail,1500   Rosencrans BLVD  Manhattan Beach CA 90266,469-771-5329,"3946 N WEST POINT DR
LOS ANGELES, CA 90065
(34.093464, -118.21414)",34.093464,-118.21414
2127004004,12/03/2018,Single Family,18720 W GILMORE ST,LOS ANGELES,CA,91335.0,3,Nationwide Bank Heloc,Vincent Mastenbrook,614-435-1725,Empress Mortgage Services,Elizabeth Trujillo,11030   Arrow Route  102 Rancho Cucamoga CA 91730,909-481-1100,"18720 W GILMORE ST
LOS ANGELES, CA 91335
(34.187494, -118.541213)",34.187494,-118.541213
4008018013,04/16/2018,Single Family,6710 S ARLINGTON AVE,LOS ANGELES,CA,90043.0,8,US BANK National Association,Jessica Vanella,612-973-2749,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"6710 S ARLINGTON AVE
LOS ANGELES, CA 90043
(33.977832, -118.318713)",33.977832,-118.318713
2375005003,01/17/2018,Single Family,4320 N GOODLAND AVE,LOS ANGELES,CA,91604.0,2,CitiMortgage,Erin Theobald,877-290-3997,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"4320 N GOODLAND AVE
LOS ANGELES, CA 91604
(34.148897, -118.411448)",34.148897,-118.411448
6088027022,11/15/2018,Multi-Family,11916 S DENVER AVE,LOS ANGELES,CA,90044.0,15,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"11916 S DENVER AVE
LOS ANGELES, CA 90044
(33.924726, -118.284786)",33.924726,-118.284786
2748025040,01/04/2018,Single Family,20101 W HALSTED ST,LOS ANGELES,CA,91311.0,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"20101 W HALSTED ST
LOS ANGELES, CA 91311
(34.242975, -118.571762)",34.242975,-118.571762
5070003002,10/23/2018,Single Family,1309 S MANSFIELD AVE,LOS ANGELES,CA,90019.0,10,U.S. Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,214-874-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,"1309 S MANSFIELD AVE
LOS ANGELES, CA 90019
(34.049991, -118.344971)",34.049991,-118.344971
5305005015,11/07/2018,Single Family,3523 N MONTEREY ROAD,LOS ANGELES,CA,90032.0,14,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"3523 N MONTEREY ROAD
LOS ANGELES, CA 90032
(34.086922, -118.187489)",34.086922,-118.187489
2727023011,11/29/2018,Single Family,9603 N HANNA AVE,LOS ANGELES,CA,91311.0,12,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"9603 N HANNA AVE
LOS ANGELES, CA 91311
(34.244663, -118.60765)",34.244663,-118.60765
2277004003,01/01/2018,Single Family,15214 W DEL GADO DR,LOS ANGELES,CA,91403.0,4,"HSBC Bank USA, N.A. C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"15214 W DEL GADO DR
LOS ANGELES, CA 91403
(34.147547, -118.465174)",34.147547,-118.465174
2741006008,01/01/2018,Single Family,10111 N CASABA AVE,LOS ANGELES,CA,91311.0,12,"US BANK NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"10111 N CASABA AVE
LOS ANGELES, CA 91311
(34.254084, -118.576067)",34.254084,-118.576067
5108012011,01/11/2018,Single Family,693 E 51ST ST,LOS ANGELES,CA,90011.0,9,"SETERUS, INC",Property Preservation,877-735-3637,SO CAL INSPECTORS VPR,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,"693 E 51ST ST
LOS ANGELES, CA 90011
(33.996585, -118.263025)",33.996585,-118.263025
2039009004,12/14/2018,Single Family,23049 W CALVERT ST,LOS ANGELES,CA,91367.0,3,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"23049 W CALVERT ST
LOS ANGELES, CA 91367
(34.180988, -118.629394)",34.180988,-118.629394
6070007015,10/17/2018,Single Family,1410 E 110TH ST,LOS ANGELES,CA,90059.0,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"1410 E 110TH ST
LOS ANGELES, CA 90059
(33.935801, -118.249827)",33.935801,-118.249827
5175010018,01/02/2018,Multi-Family,335 N SOTO ST,LOS ANGELES,CA,90033.0,14,US Bank National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"335 N SOTO ST
LOS ANGELES, CA 90033
(34.047702, -118.207214)",34.047702,-118.207214
2104005056,10/02/2018,Single Family,7909 N WILBUR AVE,LOS ANGELES,CA,91335.0,3,"SETERUS, INC",SETERUS INC,877-272-2149,SO CAL INSPECTORS VPR,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,"7909 N WILBUR AVE
LOS ANGELES, CA 91335
(34.213975, -118.544808)",34.213975,-118.544808
2213001010,02/28/2018,Single Family,14033 W BURTON ST,LOS ANGELES,CA,91402.0,6,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"14033 W BURTON ST
LOS ANGELES, CA 91402
(34.220679, -118.438945)",34.220679,-118.438945
2238022034,11/19/2018,Single Family,14055 W GILMORE ST,VAN NUYS,CA,91401.0,2,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"14055 W GILMORE ST
VAN NUYS, CA 91401
(34.18758, -118.438699)",34.18758,-118.438699
2234001001,11/05/2018,Multi-Family,6803 N FIRMAMENT AVE,VAN NUYS,CA,91406.0,6,"PS Funding, Inc.",Phillip Francis,323-741-1060,,,,,"6803 N FIRMAMENT AVE
VAN NUYS, CA 91406
(34.19414, -118.472901)",34.19414,-118.472901
2114003210,10/23/2018,Single Family,20213 W KESWICK ST,LOS ANGELES,CA,91306.0,3,U.S. Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,214-874-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,"20213 W KESWICK ST
LOS ANGELES, CA 91306
(34.209543, -118.573733)",34.209543,-118.573733
5003020004,01/04/2018,Multi-Family,1723 W 55TH ST,LOS ANGELES,CA,90062.0,8,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1723 W 55TH ST
LOS ANGELES, CA 90062
(33.992363, -118.307581)",33.992363,-118.307581
6050029011,01/01/2018,Single Family,907 E 101ST ST,LOS ANGELES,CA,90002.0,8,"Wilmington Trust, NA, c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"907 E 101ST ST
LOS ANGELES, CA 90002
(33.94472, -118.258335)",33.94472,-118.258335
2529011012,11/27/2018,Single Family,11355 N CAMALOA AVE,LOS ANGELES,CA,91342.0,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"11355 N CAMALOA AVE
LOS ANGELES, CA 91342
(34.276437, -118.362039)",34.276437,-118.362039
2035003055,01/08/2018,Single Family,23515 W OXNARD ST,LOS ANGELES,CA,91367.0,3,Nationstar Mortgage LLC,Code Violations,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"23515 W OXNARD ST
LOS ANGELES, CA 91367
(34.17904, -118.639353)",34.17904,-118.639353
2375005003,11/28/2018,Single Family,4320 N GOODLAND AVE,LOS ANGELES,CA,91604.0,2,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"4320 N GOODLAND AVE
LOS ANGELES, CA 91604
(34.148897, -118.411448)",34.148897,-118.411448
2040017005,10/17/2018,Single Family,22522 W BERDON ST,LOS ANGELES,CA,91367.0,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"22522 W BERDON ST
LOS ANGELES, CA 91367
(34.171026, -118.617607)",34.171026,-118.617607
2259007017,01/02/2018,Single Family,16651 W LA MAIDA ST,LOS ANGELES,CA,91436.0,5,US Bank National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"16651 W LA MAIDA ST
LOS ANGELES, CA 91436
(34.161881, -118.496066)",34.161881,-118.496066
2747018090,10/18/2018,Single Family,21848 W VINTAGE ST,LOS ANGELES,CA,91311.0,12,Specialized Loan Servicing LLC,n/a n/a,800-842-7654,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"21848 W VINTAGE ST
LOS ANGELES, CA 91311
(34.252133, -118.604761)",34.252133,-118.604761
5577010170,03/15/2018,Single Family,2700  CAHUENGA BLVD E,LOS ANGELES,CA,90068.0,4,"Fay Servicing, LLC",N/A N/A,800-495-7166,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"2700 CAHUENGA BLVD E
LOS ANGELES, CA 90068
(34.118037, -118.337086)",34.118037,-118.337086
7448010032,10/23/2018,Non-Residential,00518  N GRAND AVE,LOS ANGELES,CA,90731.0,15,Loancare,nosha Trotman,714-848-7920,Bron,Jessica Hamlet,41951   Remington AVE 150 Temecula CA 92590,951-291-3285,"00518 N GRAND AVE
LOS ANGELES, CA 90731
(33.747385, -118.290076)",33.747385,-118.290076
4238022005,05/19/2018,Multi-Family,2002 S PACIFIC AVE,VENICE,CA,90291.0,11,Shellpoint Mortgage,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"2002 S PACIFIC AVE
VENICE, CA 90291
(33.985329, -118.470359)",33.985329,-118.470359
2414001011,11/29/2018,Single Family,6301 N CRANER AVE,LOS ANGELES,CA,91606.0,2,Mr. Cooper,Paula Acosta,800-468-1743,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,"6301 N CRANER AVE
LOS ANGELES, CA 91606
(34.184969, -118.36921)",34.184969,-118.36921
2696015016,01/17/2018,Single Family,17031 W HORACE ST,LOS ANGELES,CA,91344.0,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,"17031 W HORACE ST
LOS ANGELES, CA 91344
(34.270039, -118.503494)",34.270039,-118.503494
5215007001,11/02/2018,Single Family,4617 E YELLOWSTONE ST,LOS ANGELES,CA,90032.0,14,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"4617 E YELLOWSTONE ST
LOS ANGELES, CA 90032
(34.066678, -118.183908)",34.066678,-118.183908
2254006002,10/22/2018,Single Family,17639 W BROMLEY ST,LOS ANGELES,CA,91316.0,5,GARO TCHAKIAN,GARO TCHAKIAN,818-989-2225,,,,,"17639 W BROMLEY ST
LOS ANGELES, CA 91316
(34.17596, -118.517926)",34.17596,-118.517926
2619012002,10/25/2018,Single Family,13680 W WEIDNER ST,LOS ANGELES,CA,91331.0,7,"BAYVIEW LOAN SERVICING, LLC",MICHAEL LOPATA,954-590-7161,MILES PRESERVATION LLC,MR. MILES,27226   Via Industria   Temecula CA 92590,951-808-3346,"13680 W WEIDNER ST
LOS ANGELES, CA 91331
(34.267574, -118.430912)",34.267574,-118.430912
6061013028,01/01/2018,Multi-Family,10407 1/2 S HOOVER ST,LOS ANGELES,CA,90044.0,8,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"10407 1/2 S HOOVER ST
LOS ANGELES, CA 90044
(33.94223, -118.286953)",33.94223,-118.286953
5473015024,01/02/2018,Single Family,3919 W AVENUE 42,LOS ANGELES,CA,90065.0,14,US Bank National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"3919 W AVENUE 42
LOS ANGELES, CA 90065
(34.124229, -118.226059)",34.124229,-118.226059
5083010003,11/14/2018,Multi-Family,1153 S MULLEN AVE,LOS ANGELES,CA,90019.0,10,"Wells Fargo Bank, N.A. C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1153 S MULLEN AVE
LOS ANGELES, CA 90019
(34.053174, -118.334014)",34.053174,-118.334014
6040026004,05/30/2018,Multi-Family,209 1/4 W 89TH ST,LOS ANGELES,CA,90003.0,8,"Deutsche Bank, c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"209 1/4 W 89TH ST
LOS ANGELES, CA 90003
(33.95554, -118.276419)",33.95554,-118.276419
2731004008,10/03/2018,Single Family,18315 W GERMAIN ST,LOS ANGELES,CA,91326.0,12,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"18315 W GERMAIN ST
LOS ANGELES, CA 91326
(34.261794, -118.532367)",34.261794,-118.532367
6040003005,01/02/2018,Multi-Family,8419 S BROADWAY,LOS ANGELES,CA,90003.0,9,US Bank National Association,Jessica Vanella,612-973-2749,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"8419 S BROADWAY
LOS ANGELES, CA 90003
(33.962732, -118.278287)",33.962732,-118.278287
2747007114,11/28/2018,Single Family,21301 W LASSEN ST,LOS ANGELES,CA,91311.0,12,CitiMortgage,Erin Theobald,877-290-3997,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"21301 W LASSEN ST
LOS ANGELES, CA 91311
(34.249977, -118.595826)",34.249977,-118.595826
2532006004,01/01/2018,Single Family,12555 W VAN NUYS BLVD,LOS ANGELES,CA,91331.0,7,"U.S. Bank N.A., c/o Select Portfolio Servicing",Edward Zubia,213-383-2097,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"12555 W VAN NUYS BLVD
LOS ANGELES, CA 91331
(34.277413, -118.406571)",34.277413,-118.406571
5175033012,10/29/2018,Multi-Family,540 3/4 N SAN BENITO ST,LOS ANGELES,CA,90033.0,14,U.S. Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,214-874-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,"540 3/4 N SAN BENITO ST
LOS ANGELES, CA 90033
(34.05076, -118.213522)",34.05076,-118.213522
5547033028,01/01/2018,Multi-Family,6742 W DE LONGPRE AVE,HOLLYWOOD,CA,90028.0,4,"US BANK NA, c/o Select Portfolio Servicing",US BANK NA Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"6742 W DE LONGPRE AVE
HOLLYWOOD, CA 90028
(34.096169, -118.337622)",34.096169,-118.337622
5057017023,01/01/2018,Single Family,2944 S FARMDALE AVE,LOS ANGELES,CA,90016.0,10,US Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"2944 S FARMDALE AVE
LOS ANGELES, CA 90016
(34.028112, -118.346045)",34.028112,-118.346045
5445027026,01/02/2018,Single Family,2265 N MEADOWVALE AVE,LOS ANGELES,CA,90031.0,13,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"2265 N MEADOWVALE AVE
LOS ANGELES, CA 90031
(34.089668, -118.234957)",34.089668,-118.234957
2701007090,01/09/2018,Single Family,19524 W TURTLE RIDGE LANE,LOS ANGELES,CA,91326.0,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,"19524 W TURTLE RIDGE LANE
LOS ANGELES, CA 91326
(34.294759, -118.559133)",34.294759,-118.559133
5073027014,06/11/2018,Single Family,2256 W 20TH ST,LOS ANGELES,CA,90018.0,10,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"2256 W 20TH ST
LOS ANGELES, CA 90018
(34.038945, -118.313702)",34.038945,-118.313702
